Location,Latitude,Longitude,"Coordinates, ",Report Number,Last Modified,Repored On,Incident From,Incident To,Incident Type,,Description
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-0204, 01-18-201706:03, 01-18-201700:35, 01-18-201700:35, 01-18-201700:35, Theft,, Male staff member reports Theft by known suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-02082, 07-14-201708:27, 07-11-201700:00, 07-11-201700:00, 07-11-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-02082, 08-02-201700:09, 07-11-201700:00, 07-11-201700:00, 07-11-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-02326, 08-02-201723:43, 07-28-201700:00, 07-28-201700:00, 07-28-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-02677, 09-03-201704:09, 08-26-201700:00, 08-26-201700:00, 08-26-201700:00, Theft,, Victim reported theft to Medical Center Security. Case closed - Victim declined a police report.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-02692, 08-30-201722:59, 08-28-201700:00, 08-26-201700:00, 08-28-201700:00, Theft,, Victim reported theft to Medical Center Security. Case closed - Victim declined a police report.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-02814, 09-16-201703:12, 09-07-201700:00, 09-04-201700:00, 09-07-201700:00, Theft,, Medical Center Security Reports Theft. Victim declined police report. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-03143, 10-10-201723:28, 10-05-201700:00, 10-05-201700:00, 10-05-201700:00, Theft,, Victim reported theft to Medical Center Security. Case closed - Victim declined a police report.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-0398, 01-29-201722:40, 01-29-201716:28, 01-29-201716:17, 01-29-201716:20, Theft,," Female non-affiliate, Shandra Donn Trogdon, age 33, was arrested for Theft. Arrest adult."
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-0399, 01-29-201722:55, 01-29-201716:28, 01-29-201716:20, 01-29-201716:25, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-0439, 02-13-201709:05, 02-01-201710:31, 01-30-201717:00, 02-01-201707:00, Theft,, Male staff reports theft by an unknown suspect.   Case closed
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-0597, 02-09-201714:26, 02-09-201709:06, 11-01-201600:01, 01-30-201713:00, Theft,, A male staff member reports Theft by a known suspect. Case closed
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-1228, 03-22-201717:27, 03-22-201715:32, 03-22-201713:54, 03-22-201713:58, Theft,, Female staff reports Theft by a known suspect. Investigation pending.
" Rhodes HaLL Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-1763, 04-20-201713:45, 04-20-201711:58, 04-20-201711:58, 04-20-201711:58, Theft,, Male non-affliate reports theft by unknown suspect. Case Closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2005, 05-03-201721:19, 05-03-201719:21, 05-03-201715:28, 05-03-201716:00, Theft,, Female non-affiliate reports Theft by unknown suspects. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2094, 05-10-201722:05, 05-10-201720:31, 05-10-201720:20, 05-10-201720:30, Theft,, Female non-affiliate reports theft by known suspect.  Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2255, 05-24-201713:33, 05-21-201719:51, 05-21-201719:51, 05-21-201719:51, Theft,, Male non-affiliate reports theft by unknown suspect.  Investigation Pending.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2388, 05-31-201718:33, 05-31-201713:36, 05-30-201716:00, 05-31-201705:00, Theft,, Male staff reports Theft by an unknown suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2608, 06-11-201720:34, 06-11-201716:54, 06-11-201716:54, 06-11-201715:54, Theft,," Male non-affiliate, Thomas F. Danford age 31 arrested for theft.  Summons issued."
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2799, 06-25-201719:54, 06-25-201718:49, 06-25-201718:40, 06-25-201718:49, Theft,, Female staff reports Theft by a known suspect. Case Closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2812, 06-27-201708:09, 06-26-201713:26, 06-26-201713:18, 06-26-201713:21, Theft,," Terri L. Williams, female, non-affiliate, age 57 was arrested for Theft. Arrest-Adult"
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-2912, 07-03-201722:45, 07-03-201717:19, 06-27-201712:00, 07-02-201712:00, Theft,, Female non-affiliate reports theft by unknown suspect.  Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-3363, 08-05-201716:45, 08-05-201715:39, 07-26-201714:30, 08-05-201714:30, Theft,, Male non-affiliate reports Theft by an unknown suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-3589, 08-25-201717:04, 08-19-201715:33, 08-19-201715:33, 08-19-201715:33, Theft,, Female non-affiliate reports theft by an unknown suspect. Closed.
" Rhodes hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-3826, 08-28-201714:25, 08-28-201711:21, 07-20-201712:00, 08-03-201712:00, Theft,, Male non-affiliate reports Theft by an unknown suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-4411, 09-24-201722:26, 09-24-201718:47, 09-24-201718:47, 09-24-201718:47, Theft,, Female non-affiliate Sandra Flowers age 62 issued summons for theft.  Arrest adult.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-4686, 10-07-201713:47, 10-07-201712:38, 10-03-201720:00, 10-05-201712:00, Theft,, Male non-affiliate reports theft by unknown suspect. Case Closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-0684, 02-14-201722:44, 02-14-201717:48, 02-14-201707:00, 02-14-201717:40, Theft (From Auto),, Female non-affiliate reports Theft (From Auto) by an unknown suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-3257, 08-01-201707:58, 07-28-201719:30, 07-28-201710:30, 07-28-201719:15, Theft (Of Bicycle),, Male staff reports Theft (Of Bicycle) and Criminal Damaging by an unknown suspect. Case closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-4029, 09-07-201722:47, 09-07-201716:38, 09-07-201716:38, 09-07-201716:38, Theft (Of Bicycle),, Male non-affiliate Jacob J. Chalender age 18 and a juvenile arrested for theft and falsification.  Arrest adult.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-4167, 09-14-201711:50, 09-14-201708:24, 09-13-201719:00, 09-14-201706:30, Theft (Of Bicycle),, Male staff reports theft of bicycle by unknown suspect. Case Closed.
" Rhodes Hall Ohio State Campus, Columbus, Ohio",39.9950202,-83.0178574,"39.9950202, -83.0178574",17-4805, 10-13-201713:58, 10-13-201708:18, 10-13-201708:18, 10-13-201708:18, Traffic Crash-Property Damage,, Male staff reports a property damage traffic crash. Case Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2079, 05-09-201722:28, 05-09-201719:23, 05-09-201719:23, 05-09-201719:23, Administrative Information,, Male staff reports Administrative Information. Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2144, 05-13-201722:31, 05-13-201721:07, 05-13-201719:53, 05-13-201720:00, Administrative Information,, Male staff reports Administrative Information. Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-4327, 09-21-201720:13, 09-21-201716:12, 09-20-201710:30, 09-20-201710:40, Administrative Information,, Female non-affiliate reports Administrative Information. Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-3813, 08-27-201713:10, 08-27-201710:47, 08-27-201710:47, 08-27-201710:47, Aggravated Menacing,, Female staff reports aggravated menacing by known suspect. Case Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-3913, 09-01-201721:54, 09-01-201715:01, 08-30-201715:01, 08-30-201718:00, Assault,, Male Non-affiliate reports Assault by known suspect. Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-4789, 10-12-201721:47, 10-12-201716:51, 10-12-201716:51, 10-12-201716:51, Assault,," Male non-affiliate, Sheldon Obrien Williams, age 33, was arrested for Assault. Arrest adult."
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-0901, 02-26-201715:36, 02-26-201712:23, 02-26-201712:23, 02-26-201712:23, Assist Other Agency,, Ashley L. Minturn female non-affiliate was arrested on an outstanding warrant.  Arrest adult.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1957, 05-01-201709:44, 04-30-201717:32, 04-30-201717:32, 04-30-201717:32, Assist Other Agency,," Female non-affiliated, Eveie A. Burke 21 yoa, arrested on Outstanding Columbus Police Warrant. Case closed."
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-3948, 09-03-201714:16, 09-03-201711:49, 09-03-201711:49, 09-03-201711:49, Assist Other Agency,, Male staff reports assist other agency.  Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-4426, 09-25-201721:06, 09-25-201716:11, 09-25-201716:11, 09-25-201716:11, Assist Other Agency,," Female non-affiliate Ann C. Ryba age 38, arrested on outstanding warrant.  Case closed."
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-4758, 10-11-201703:03, 10-10-201721:56, 10-10-201722:22, 10-10-201722:22, Assist Other Agency,," Male non-affiliate Herbert O. Slaughter 52 YOA, arrested on Outstanding Warrants.  Arrest adult."
" Wexner Emergency Department Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1402, 04-03-201708:36, 04-01-201712:33, 04-01-201712:33, 04-01-201713:00, Carrying Concealed Weapon,, Male staff reports carrying concealed weapons and possession of drugs by a known suspect. Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1245, 03-23-201722:33, 03-23-201718:42, 03-23-201718:29, 03-23-201718:38, Criminal Damaging,, Female staff reports criminal damaging with known suspect. Case Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2004, 05-03-201719:47, 05-03-201716:12, 05-03-201715:26, 05-03-201715:26, Criminal Damaging,, Male staff reports Criminal Damaging by a known suspect. Investigation pending.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2112, 05-11-201723:01, 05-11-201721:37, 05-11-201721:00, 05-11-201721:30, Criminal Damaging,, Male staff reports criminal damaging by known suspect.  Case closed.
" Wexner Emergency Department Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2229, 05-19-201719:24, 05-19-201713:59, 05-19-201713:59, 05-19-201713:59, Criminal Damaging,, Male staff reports Criminal Damaging by a known suspect. Case Closed.
" University Hospital Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2358, 05-29-201714:35, 05-29-201714:03, 05-29-201713:22, 05-29-201714:00, Criminal Damaging,, Male staff reports Criminal Damaging by known suspect. Case Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1609, 04-16-201717:32, 04-12-201722:16, 04-12-201722:11, 04-12-201722:16, Criminal Trespass,, Male staff reports criminal trespass by known suspect.  Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1651, 04-14-201712:56, 04-14-201712:20, 04-14-201712:20, 04-14-201712:20, Criminal Trespass,," Male non-affiliate Raymond Page Jr. a age 56, rrested for criminal trespass.  Arrest adult"
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2231, 05-19-201722:29, 05-19-201719:00, 05-19-201719:00, 05-19-201719:00, Criminal Trespass,," Male non-affiliate, Michael Gerrard Reed, age 55, was arrested for Criminal Trespass. Arrest adult."
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2634, 06-13-201722:46, 06-13-201715:09, 06-13-201712:09, 06-13-201714:40, Cruelty to Animals,, Female staff reports cruelty to animals by known suspect.  Investigation pending.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-0923, 02-27-201722:04, 02-27-201717:13, 02-27-201717:13, 02-27-201717:13, Disorderly Conduct,, Male staff reports disorderly conduct by known suspect.  Case closed.
" Wexner Emergency Department Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2967, 07-12-201712:48, 07-07-201710:33, 07-05-201715:00, 07-06-201701:00, Disorderly Conduct,, A female non-affiliate reports Disorderly Conduct by a known suspect. Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-3866, 08-30-201714:17, 08-30-201713:21, 08-30-201713:00, 08-30-201713:21, Disorderly Conduct,, Female staff reports disorderly conduct by known suspect. Case Closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-4556, 10-01-201720:46, 10-01-201718:00, 10-01-201718:00, 10-01-201718:00, Domestic Violence,, Male staff reports domestic violence by known suspect.  Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-4556, 10-01-201720:46, 10-01-201718:00, 10-01-201718:00, 10-01-201718:00, Domestic Violence,, Male staff reports domestic violence by known suspect.  Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-0155, 01-15-201706:01, 01-15-201702:35, 01-15-201702:35, 01-15-201702:35, Drug Paraphernalia,," Male non-affiliate, Tony D. Gordon 51 yoa, arrested for Drug Paraphernalia. Arrest adult."
" Wexner Emergency Department Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-0321, 01-24-201717:22, 01-24-201715:38, 01-24-201715:38, 01-24-201715:38, Drug Paraphernalia,, Male staff reports Possession of Drug Abuse Instruments by an unknown suspect. Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1100, 03-11-201714:56, 03-11-201713:23, 03-11-201713:23, 03-11-201713:23, Drug Paraphernalia,, Male staff reports drug paraphernalia by known suspect.  Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1327, 03-28-201722:55, 03-28-201719:24, 03-28-201719:24, 03-28-201719:24, Drug Paraphernalia,, Male staff reports Drug Paraphernalia by a known suspect. Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-1870, 04-25-201722:59, 04-25-201722:09, 04-25-201722:09, 04-25-201722:09, Drug Paraphernalia,, Male staff reports Possession of Drug Paraphernalia by a known suspect. Case closed
" University Hospitals Emergency Department Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2277, 05-23-201708:02, 05-23-201700:50, 05-23-201700:50, 05-23-201700:50, Drug Paraphernalia,, Male staff reports Drug Paraphernalia by a known suspect.  Case closed.
" Hospitals East Ohio State Campus, Columbus, Ohio",39.9950247,-83.018109,"39.9950247, -83.018109",17-2352, 05-28-201722:27, 05-28-201720:55, 05-28-201720:55, 05-28-201720:55, Drug Paraphernalia,, Male staff reports possession of drug paraphernalia by a unknown suspect. Case closed.
